toxicity,severe_toxicity,obscene,threat,insult,identity_attack,text
0.001203825930133462,9.80897675617598e-05,0.00017718774324748665,0.00012093195255147293,0.00019615216297097504,0.00014346314128488302,"You're a real game player, and I'm trying to get your attention,"" said Dr. Paul Segal, a professor of nutrition and behavior at UCLA who is often credited with starting the league. ""They were saying, 'If you could go"
0.09336336702108383,0.00025150575675070286,0.00130668084602803,0.002725852420553565,0.003010144457221031,0.0007715097162872553,"You're a real person. That's what we want,"" she said. ""There is nothing at stake here. Our first message is that you're here for me and you're not ready to leave the state or you're not ready to go out"
0.010226758196949959,0.00010903854126809165,0.00045818425132893026,0.00024494732497259974,0.0005539302946999669,0.00026380387134850025,"You're a real man. You're a hero. You don't go around making people out of us, making us feel bad. All of us have this great chance to make things better.""

But that was only because people felt they could"
0.0058860862627625465,8.549125050194561e-05,0.0002617045829538256,0.00015326880384236574,0.0004809817182831466,0.00021562475012615323,"You're a real person. You should have the same kind of work ethic and feel the way you do because you're living your life to a level you really deserve,"" she said.

Shelton and her wife were married for 19 years"
0.05932978540658951,0.00015335548960138112,0.0018277332419529557,0.0005704956711269915,0.0022276444360613823,0.0004723224265035242,"You're a real guy, it should be all right,"" she said.

""So what's up with my body?""

""Do you love me at all? Maybe I might be a bit more serious. But you, by your"
0.01635674387216568,0.00012429170601535589,0.0009301826939918101,0.0003289748274255544,0.0006925591733306646,0.00026348966639488935,"You're a real person. You're very aware that I'm your boyfriend, you can't just leave me alone. And yet at the same time I'm just a bit scared that you're having some of that. I want to talk about how"
0.01438447181135416,0.00010476362513145432,0.0004233535146340728,0.0002692210837267339,0.0008966236491687596,0.0002980536373797804,"You're a real human. When you do the wrong thing it's going to be OK; maybe you could try to make this right,"" she says.

In other instances, it may be hard to know.

The answer comes from"
0.0068292212672531605,0.00017304776702076197,0.0005443930276669562,0.0005993464728817344,0.0005947108729742467,0.00028943392680957913,"You're a real guy and they're taking care of you, what's really important is they help and take care of you. I'm looking forward to working with him after you get back. I hope to be able to get on board with him"
0.001334301196038723,9.385842713527381e-05,0.00018318850197829306,0.00011457413347670808,0.00020890042651444674,0.0001434953010175377,"You're a real guy?""

I've heard this in a few different places. But not in this one.

In January, the British government announced it would leave the European Union in ""the name of saving"" the country from the"
0.053587380796670914,0.00011920384713448584,0.000919021142181009,0.00028594426112249494,0.0039254589937627316,0.00046419116551987827,"You're a real man: You're just like a real woman. You're a real gentleman.""

This week's winner was a ""Real"" John, who also took the challenge of ""Breaking the Ice"" from our editor in-law"
0.011018220335245132,9.242069063475356e-05,0.0005090131307952106,0.00016868876991793513,0.0005318872281350195,0.0002323046646779403,"You're a real fan of Riff Raff!

Lola Kirke WatchESPN Juliet Huddy Carl Edwards Jordan Hankins Ty Pozzobon Death Tree Man NFL mock draft Altaba Obama Farewell Speech Pioneer Cabin tree Raymond James"
0.0068211727775633335,9.320768003817648e-05,0.0004198385577183217,0.00015705048281233758,0.0004156320355832577,0.00018527697829995304,"You're a real game! A bit of a player for me as well, for sure. It really means I'm happy with my game. Even if it's a short game, the fun is getting there and then playing more.

S"
0.012688237242400646,0.00010630177712300792,0.000417463161284104,0.00025668268790468574,0.000946971878875047,0.00030642386991530657,"You're a real man,"" he says. ""You're very proud of your personality. You're very proud of what you've accomplished. You're also a very self-righteous guy.""

Fisher's next career is going to be something"
0.022820891812443733,0.00012071649689460173,0.0005087918834760785,0.0002805149124469608,0.0022144662216305733,0.00040192564483731985,"You're a real life family, you're just a little old or young and you're going to want to let it go out of your mind or just be on your own. You're just the most important person to you. I feel really good"
